text	pmcid	article_version	paragraph	sentence_range	rel	straininfo_si_id	straininfo_taxon	word_strain_qc	ner	word_qc_group	ontology_id	ontology_label	score_rel	ner_score	score_strain	strain_taxonomy_id	strain_taxonomy_label
Reference strains of Candida albicans (ATCC 64548), Nakaseomyces glabratus (ATCC 90030), Candida krusei (ATCC 6258), Candida tropicalis (ATCC 750), Candida parapsilosis (ATCC 22019), Candida dubliniensis (ATCC MYA-646), and Candida kefyr (ATCC 38296) were obtained from the American Type Culture Collection (ATCC, Manassas, VA, USA).	PMC13298145	PMC13298145.1	8	1	STRAIN-ORGANISM:INHABITS	255086	Kluyveromyces marxianus	atcc 38296	ORGANISM	candida kefyr	NCBITaxon:4911	Kluyveromyces marxianus	0.9999134540557861	0.910508394241333	0.893880307674408	NCBITaxon:4911	Kluyveromyces marxianus
In this example, we used a commercial genome sequencing service to sequence a yeast strain constructed from Komagataella phaffii strain CBS7435 (this species was formerly called Pichia pastoris ). Two high-quality reference genome sequences are available for CBS7435 ( Sturmberger et al. 2016 ; Love et al. 2016 ). Our raw data consisted of 11.1 million paired-end reads of 150 bp each.	PMC6404606	PMC6404606.1	52	1-3	STRAIN-ORGANISM:INHABITS	90480	Komagataella pastoris	cbs7435	ORGANISM	pichia pastoris	NCBITaxon:4922	Komagataella pastoris	0.999616265296936	0.8201879858970642	0.708855926990509	NCBITaxon:4922	Komagataella pastoris
Wild type Yarrowia lipolytica strain YB-392 was obtained from the ARS Culture (NRRL) Collection. The Arxula adeninivorans type strain (ATCC 76597), wild type Kluyveromyces lactis (ATCC 8585, NRRL Y-1140), wild type Pichia pastoris (ATCC 76273, NRRL Y-11430) and Saccharomyces cerevisiae (ATCC 204508, S288C) were obtained from ATCC.	PMC4507847	PMC4507847.1	17	1-2	STRAIN-ORGANISM:INHABITS	90480	Komagataella pastoris	atcc 76273	ORGANISM	pichia pastoris	NCBITaxon:4922	Komagataella pastoris	0.9998579025268555	0.9759396910667419	0.924802154302597	NCBITaxon:4922	Komagataella pastoris
Pichia pastoris wild‐type strain CBS7435 (NRRL‐ Y11430 ) was used in this study.	PMC9437885	PMC9437885.1	31	1	STRAIN-ORGANISM:INHABITS	90480	Komagataella pastoris	cbs7435	ORGANISM	pichia pastoris	NCBITaxon:4922	Komagataella pastoris	0.9975225329399109	0.9425496757030487	0.795166552066803	NCBITaxon:4922	Komagataella pastoris
In order to examine the applicability of the primer set developed in the present study, the following thraustochytrid strains were obtained from the NITE Biological Resource Center (NBRC) and American Type Culture Collection (ATCC): Aplanochytrium sp. SEK603 (NBRC 110844), A. limacinum SR21 (ATCC MYA-1381), Botryochytrium radiatum SEK353 (NBRC 104107), Labyrinthula sp. AN-1565 (NBRC 33215), Oblongichytrium sp. SEK347 (NBRC 102618), Parietichytrium sarkarianum SEK351 (NBRC 104108), Schizochytrium sp. SEK210 (NBRC 102615), Sicyoidochytrium minutum MBIC11071 (NBRC 102975), Thraustochytrium aff. aureum SEK621 (NBRC 110820), and Ulkenia sp. SEK688 (NBRC 110831).	PMC6031396	PMC6031396.1	4	4	STRAIN-ORGANISM:INHABITS	125444	Labyrinthula	sp. an-1565	ORGANISM	labyrinthula	NCBITaxon:35133	Labyrinthula	0.9998756647109985	0.8502829670906067	0.8368318676948547	NCBITaxon:35133	Labyrinthula
In fact, the phylogenetic analysis showed a clear separation of all isolates into the clusters. For LSU analysis, we observed a separation in two clusters. The first group included the species Aspergillus versicolor strain G30, whereas the other comprised the species belonging to the Microascaceae family (i.e., Petriella sp., Trichurus spiralis strain CBS 635.78, Doratomyces purpureofuscus strain CBS 523.63, Scedosporium prolificans strain CBS 114.90, and Pseudallescheria africana strain CBS 311.72).	PMC5834937	PMC5834937.1	23	1-3	STRAIN-ORGANISM:INHABITS	155934	Lomentospora prolificans	cbs 114.90	ORGANISM	scedosporium prolificans	NCBITaxon:41688	Lomentospora prolificans	0.9100669622421265	0.9359922409057617	0.7382795214653015	NCBITaxon:41688	Lomentospora prolificans
The strains used as controls were Candida glabrata (ATCC MYA 2950), Candida lusitaniae (ATCC 34449), Candida utilis (ATCC 9950), Geotrichum capitatum (ATCC 28576), Kloeckera apis (ATCC 32857), Prototheca wickerhamii (ATCC 16529), and Trichosporon mucoide (ATCC 204094) 7 .	PMC4804554	PMC4804554.1	12	1	STRAIN-ORGANISM:INHABITS	171022	Magnusiomyces capitatus	atcc 28576	ORGANISM	geotrichum capitatum	NCBITaxon:1095183	Magnusiomyces capitatus	0.9997667670249939	0.9665096700191498	0.9001660346984863	NCBITaxon:1095183	Magnusiomyces capitatus
The likeliness of the findings of Pyrenochaeta romeroi ( CBS 252.60 ), Asteromella tiliae ( CBS 265.94 ) and Neottiosporina paspali ( CBS 331.37 ) in this clade was already discussed by De Gruyter et al. ( 2009 ).	PMC2836210	PMC2836210.1	37	1	STRAIN-ORGANISM:INHABITS	162918	Medicopsis romeroi	cbs 252.60	ORGANISM	pyrenochaeta romeroi	NCBITaxon:1234271	Medicopsis romeroi	0.9941800832748413	0.8450202345848083	0.7383167743682861	NCBITaxon:1234271	Medicopsis romeroi
Nannochloropsis salina strain CCMP1776 was initially isolated in 1965 from Skate Point, Scotland (55.75°N, 4.96°W), and was deposited in the Bigelow culture collection in 1997.	PMC6953503	PMC6953503.1	5	1	STRAIN-ORGANISM:INHABITS	211804	Microchloropsis salina	ccmp1776	ORGANISM	nannochloropsis salina	NCBITaxon:2511165	Microchloropsis salina	0.9998898506164551	0.9139411747455597	0.9216013550758362	NCBITaxon:2511165	Microchloropsis salina
Twelve nuclear genomes were selected for evolutionary analysis, including Vischeria sp. WL1, Vischeria sp. CAUP H4302, Vischeria stellata SAG 33.83, Vischeria sp. C74, Monodopsis sp. C141, Monodopsis sp. C73, Nannochloropsis salina CCMP1776, Nannochloropsis gaditana CCMP1894, Nannochloropsis gaditana B-31, Nannochloropsis oceanica CCMP1779, Thalassiosira oceanica CCMP1005, and Thalassiosira pseudonana CCMP 1335.	PMC12269273	PMC12269273.1	12	1	STRAIN-ORGANISM:INHABITS	211804	Microchloropsis salina	ccmp1776	ORGANISM	nannochloropsis salina	NCBITaxon:2511165	Microchloropsis salina	0.9561864137649536	0.913975864648819	0.8332973122596741	NCBITaxon:2511165	Microchloropsis salina
Relative substitution rate data were derived or taken directly from the following sources and species/strain comparisons: B. bovis C9.1 versus B. bovis T2Bo ( Smith and Keeling 2012 ); Chlamydomonas reinhardtii versus Chlamydomonas globosa SAG 7.73 (formerly called Chlamydomonas incerta SAG 7.73) ( Popescu and Lee 2007 ); Cyanophora paradoxa strain NIES-763 versus CCMP329 ( Smith, Jackson, et al. 2014 ); D. salina CCAP 19/18 versus D. salina CONC-001 ( Del Vasto et al. 2015 ); E. huxleyi CCMP373 versus E. huxleyi CCMP1516 ( Smith and Keeling 2012 ); Gephyrocapsa oceanica (dozens of geographical isolates) ( Bendif et al. 2014 ); Glaucocystis spp. (∼10 geographical isolates) ( Chong et al. 2014 ); Heterosigma akashiwo CCMP452 versus H. akashiwo NIES-293 ( Cattolico et al. 2008 ; Smith and Keeling 2012 ); land plants (27 different species) ( Drouin et al. 2008 ); Mesostigma viride strain NIES-296 versus SAG 50-1 ( Hua et al. 2012 ); Micromonas pusilla CCMP1545 versus Micromonas sp. RCC299 ( Worden et al. 2009 ) ( supplementary table S1 , Supplementary Material online); Nannochloropsis gaditana CCMP527 versus Nannochloropsis salina CCMP1776 ( Starkenburg et al. 2014 ) ( supplementary table S2 , Supplementary Material online); Ostreococcus sp. RCC809 versus Ostreococcus tauri OTTH0595 ( supplementary table S3 , Supplementary Material online); Phaeocystis antarctica CCMP1374 versus Phaeocystis globosa Pg-G(A) ( Smith, Arrigo, et al. 2014 ); P. falciparum (hundreds of geographical isolates) ( Preston et al. 2014 ); Porphyra umbilicalis UTEX LB 2951 versus Porphyra purpurea strain “Avonport” ( Smith et al. 2012 ); Pseudochattonella sp. JG8 versus Pseudochattonella farcimen UIO109 versus Pseudochattonella verruculosa NIES-670 ( Riisberg and Edvardsen 2014 ); and Symbiodinium sp. A2 versus C90 ( Pochon et al. 2014 ; Smith and Keeling 2015 ).	PMC4453064	PMC4453064.1	24	1	STRAIN-ORGANISM:INHABITS	211272	Microchloropsis salina	ccmp527	ORGANISM	nannochloropsis salina	NCBITaxon:2511165	Microchloropsis salina	0.5694860816001892	0.8248745203018188	0.9208744168281555	NCBITaxon:2511165	Microchloropsis salina
The repeat appears in 28 copies in the P. avidum genome. 26 spacers are predicted; they are specific to P. avidum . Only four show similarities to known sequences: one is similar to a sequence of the Pongo abelii chromosome UNK clone CH276-86H12 ( AC188115.1 ), one to the plasmid pAB510d of Azospirillum sp. B510 ( AP010950.1 ), and one to the gene encoding a major facilitator superfamily protein (VAB18032_27756) in Verrucosispora maris AB-18-032.	PMC3316620	PMC3316620.1	19	9-11	STRAIN-ORGANISM:INHABITS	400183	Micromonospora maris	ab-18-032	ORGANISM	verrucosispora maris	NCBITaxon:1003110	Micromonospora maris	0.9996229410171509	0.7040079832077026	0.7076276540756226	NCBITaxon:1003110	Micromonospora maris
Closest hits using the LSU sequence of CPC 38085 are Faurelina indica (strain CBS 301.78, GenBank GU180654.1 ; Identities = 903/910 (99 %), no gaps), Microsphaeropsis ononidicola (strain MFLUCC 15-0459, GenBank MG967668.1 ; Identities = 895/906 (99 %), no gaps), Coniothyrium hellebori (strain CBS 519.78, GenBank MH872934.1 ; Identities = 895/907 (99 %), no gaps), and Neoscirrhia matteucciicola (as Phoma matteuciicola ; strain CBS 259.92, GenBank GU238100.1 ; Identities = 870/877 (99 %), no gaps) – also see Fig. 1 .	PMC8165967	PMC8165967.1	216	2	STRAIN-ORGANISM:INHABITS	170456	Microsphaeropsis hellebori	cbs 519.78	ORGANISM	coniothyrium hellebori	NCBITaxon:2508559	Microsphaeropsis hellebori	0.9998655319213867	0.828641414642334	0.9675918519496918	NCBITaxon:2508559	Microsphaeropsis hellebori
A first strategy, determined by the GC content, led us to propose a subdivision of the genome. The proposed assignation of genomic regions to each subgenome was then tested and completed by a comparative analysis performed with the species Pichia farinosa CBS 2001.	PMC3284337	PMC3284337.1	15	3-4	STRAIN-ORGANISM:INHABITS	177568	Millerozyma farinosa	cbs 2001	ORGANISM	pichia farinosa	NCBITaxon:4920	Millerozyma farinosa	0.9644556045532227	0.6393782794475555	0.5896409749984741	NCBITaxon:4920	Millerozyma farinosa
Pseudozyma aphidis isolate DSM 70725 was obtained from DSMZ (German Collection of Microorganisms and Cell Cultures, Brauschweig, Germany), and isolates IHEM 18822 and CBS 517.83 were from the Fungal Biodiversity Centre (Utrecht, the Netherlands).	PMC6637909	PMC6637909.1	20	5	STRAIN-ORGANISM:INHABITS	76198	Moesziomyces aphidis	dsm 70725	ORGANISM	pseudozyma aphidis	NCBITaxon:84754	Moesziomyces aphidis	0.9977349042892456	0.8694685697555542	0.9097058773040771	NCBITaxon:84754	Moesziomyces aphidis
To extend the sampling of gdh genes from diverse eukaryotes we PCR amplified and sequenced gdh 1 genes from the diplomonads S. vortens (strain ATCC 50386) and H. inflata (strain AZ-4) and the parabasalid Monocercomonas sp. (strain NS-1PRR ATCC 50210).	PMC166173	PMC166173.1	22	1	STRAIN-ORGANISM:INHABITS	351184	Monocercomonas	ns-1prr	ORGANISM	monocercomonas	NCBITaxon:5736	Monocercomonas	0.9973269701004028	0.8403481245040894	0.9588579833507538	NCBITaxon:5736	Monocercomonas
To extend the sampling of gdh genes from diverse eukaryotes we PCR amplified and sequenced gdh 1 genes from the diplomonads S. vortens (strain ATCC 50386) and H. inflata (strain AZ-4) and the parabasalid Monocercomonas sp. (strain NS-1PRR ATCC 50210).	PMC166173	PMC166173.1	22	1	STRAIN-ORGANISM:INHABITS	351184	Monocercomonas	atcc 50210	ORGANISM	monocercomonas	NCBITaxon:5736	Monocercomonas	0.9893269538879395	0.8403481245040894	0.9418666362762451	NCBITaxon:5736	Monocercomonas
Three out of seven strains (TDL69, TDL48, RDL27) exhibited 100% similarity to Mucor circinelloides f. lusitanicus CBS 108.17 (GenBank accession number NR126127), Mucor fragilis UOA/HCPF 8239 (GenBank accession number NR131304), and Alternaria alternata ATCC 204363 (GenBank accession number NR131316), while four strains, TDL79, LDL16, TDL1, and TDL62, were 99% similar to Fusarium pseudensiforme (GenBank accession number NR119942), Fusarium keratoplasticum FRC S-2477 (GenBank accession number NR130690), Alternaria cerealis CBS 119544 (GenBank accession number NR136117), and Alternaria arborescens CBS 102605 (GenBank accession number NR077186).	PMC6834622	PMC6834622.1	19	5	STRAIN-ORGANISM:INHABITS	176964	Mucor lusitanicus	cbs 108.17	ORGANISM	mucor circinelloides f. lusitanicus	NCBITaxon:29924	Mucor lusitanicus	0.9891605973243713	0.8236415982246399	0.7581974267959595	NCBITaxon:29924	Mucor lusitanicus
Specimen examined. CBS 110662 ex-type strain of Zygorhynchus multiplex.	PMC3734965	PMC3734965.1	185	1-2	STRAIN-ORGANISM:INHABITS	145818	Mucor multiplex	cbs 110662	ORGANISM	zygorhynchus multiplex	NCBITaxon:1196578	Mucor multiplex	0.9999277591705322	0.9493876993656158	0.9399643838405609	NCBITaxon:1196578	Mucor multiplex
We downloaded 113 genomes in the class Tremellomycetes and the genome of Ustilago maydis JCM 2005 as an outgroup from the GenBank database. Single-copy orthologs were identified using BUSCO v4.0.6 ( 9 ) with the basidiomycota_odb10 data set (1,764 orthologs). In the strain N6 genome, 1,613 (91.3%) benchmarking universal single-copy ortholog (BUSCO) complete genes were detected. For each ortholog group, protein sequences were aligned using MAFFT v7.455 ( 10 ), and gaps were removed.	PMC7679087	PMC7679087.1	7	1-4	STRAIN-ORGANISM:INHABITS	63563	Mycosarcoma maydis	jcm 2005	ORGANISM	ustilago maydis	NCBITaxon:5270	Mycosarcoma maydis	0.9895108342170715	0.9769062995910645	0.7540148496627808	NCBITaxon:5270	Mycosarcoma maydis
Six of the 12 strains were obtained from the Deutsche Sammlung von Mikroorganismen und Zellkulturen (DSMZ) GmbH (Braunschweig, Germany), namely Ustilago maydis (DSM 4500, Ustilagomycotina, Basidiomycota), Leucosporidium scottii (DSM 4636, Pucciniomycotina, Basidiomycota), Wallemia sebi (DSM 5329, Wallemiomycotina, Basidiomycota), Taphrina deformans (DSM 4398, Taphrinomycotina, Ascomycota), Coemansia erecta (DSM 6933, Kickxellomycotina, Zoopagomycota), and Allomyces arbuscula (DSM 955, Blastocladiomycota).	PMC6247509	PMC6247509.1	42	5	STRAIN-ORGANISM:INHABITS	112725	Mycosarcoma maydis	dsm 4500	ORGANISM	ustilago maydis	NCBITaxon:5270	Mycosarcoma maydis	0.5814813375473022	0.9808368980884552	0.9414939880371094	NCBITaxon:5270	Mycosarcoma maydis
Genomic DNA extracted from Ustilago maydis strain DSM3121 according to the method described by Labuschagne and Albertyn ( 2007 ) served as template to PCR‐amplify the CPR (UmCPR; NCBI accession number: XM_011389981.1 ). The resultant amplicon was subcloned into pSMART HC Kan (pSMART+UmCPR) and verified by sequencing.	PMC6801163	PMC6801163.1	40	1-2	STRAIN-ORGANISM:INHABITS	77109	Mycosarcoma maydis	dsm3121	ORGANISM	ustilago maydis	NCBITaxon:5270	Mycosarcoma maydis	0.9998279809951782	0.9799265265464783	0.8760792016983032	NCBITaxon:5270	Mycosarcoma maydis
Notes : The three isolates noted above were designated as types of three different taxa by Cooney & Emerson (1964) . The ex-type culture CBS 625.91 of Torula thermophila has relatively thick vegetative hyphae, 1–7 μm wide. Its chlamydospores usually form from the swelling of the cells of superficial hyphae, appear intercalary in chains, doliiform, oblong or subglobose, (5.5–)7.5–12(–16) × (4.5–)6–9.5(–11) μm. CBS 626.91, the ex-type culture of Humicola insolens, produces similar hyphae, 1–6 μm wide.	PMC6133331	PMC6133331.1	190	1-4	STRAIN-ORGANISM:INHABITS	172414	Mycothermus thermophilus	cbs 626.91	ORGANISM	humicola insolens	NCBITaxon:85995	Mycothermus thermophilus	0.9994589686393738	0.9376031160354614	0.8567170202732086	NCBITaxon:85995	Mycothermus thermophilus
The following strains were used as representatives of fungi that can cause other systemic mycoses: Candida albicans (ATCC 90028), Candida tropicalis (ATCC 750), Candida glabrata (ATCC 90030), Candida parapsilosis (ATCC 22019), Candida krusei (ATCC 6258), Cryptococcus neoformans (ATCC 28957), Cryptococcus gattii (AFLP4), Histoplasma capsulatum (ATCC 26029), and Aspergillus fumigatus (ATCC 7100).	PMC7595607	PMC7595607.1	25	3	STRAIN-ORGANISM:INHABITS	52468	Nakaseomyces glabratus	atcc 90030	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.999789297580719	0.7880131006240845	0.8258265256881714	NCBITaxon:5478	Nakaseomyces glabratus
Reference strains of Candida auris (ATCC MYA-5001), Candida albicans (ATCC 10231), Candida glabrata (ATCC 15126), Candida krusei (ATCC 14243), and Candida tropicalis (ATCC 13803) were obtained from the American Type Culture Collection (ATCC, Gaithersburg, MD, USA). The fungal strain cultures were grown in YPD medium (1% yeast extract, 2% peptone, 2% dextrose), pH 5.6, and RPMI 1640 medium supplemented with L-glutamine and buffered with morpholinepropanesulfonic acid (MOPS) (Sigma-Aldrich, St.	PMC11768094	PMC11768094.1	10	1-2	STRAIN-ORGANISM:INHABITS	179053	Nakaseomyces glabratus	atcc 15126	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9996911287307739	0.7215041518211365	0.8967768251895905	NCBITaxon:5478	Nakaseomyces glabratus
Reference strains of C . parapsilosis (ATCC 22019), C . orthopsilosis (ATCC 96139), C . metapsilosis (ATCC 96143), L . elongisporus (CBS 2605), Candida albicans (ATCC 90028), Candida dubliniensis (CD36), Candida tropicalis (ATCC 750), Candida glabrata (ATCC 15545), Candida nivariensis (CBS 9983), Candida bracarensis (CBS 10154), Candida krusei (ATCC 6258), and Candida haemulonii (CBS 5149) were used as reference Candida species.	PMC4651534	PMC4651534.1	6	1	STRAIN-ORGANISM:INHABITS	207811	Nakaseomyces glabratus	atcc 15545	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9998681545257568	0.8059065341949463	0.8567603826522827	NCBITaxon:5478	Nakaseomyces glabratus
Panel fungi consisted of Candida albicans (ATCC 90028), Candida glabrata (ATCC MYA-2950), Candida krusei (ATCC 14243), Candida parapsilosis (ATCC 90018), and Candida tropicalis (ATCC 13803). Bacteria were cultured in tryptic soy (TS) medium except for S. pneumoniae , for which TS was supplemented with 5% human blood. Candida spp. were cultured in Sabouraud dextrose medium.	PMC4850259	PMC4850259.1	25	3-5	STRAIN-ORGANISM:INHABITS	205145	Nakaseomyces glabratus	atcc mya-2950	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.6087685227394104	0.9185986816883087	0.8421944677829742	NCBITaxon:5478	Nakaseomyces glabratus
In the present study, to determine the function of Cdc50, we constructed a Δcdc50 null mutant of Candida glabrata standard strain ATCC2001 via homologous recombination and a Δcdc50 + CDC50 complemented strain based on the null strain.	PMC10100066	PMC10100066.1	8	1	STRAIN-ORGANISM:INHABITS	64171	Nakaseomyces glabratus	atcc2001	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.8694931268692017	0.7854040265083313	0.7270175814628601	NCBITaxon:5478	Nakaseomyces glabratus
Several strains were used in the research: bacteria – Bacillus sp. (ATCC 51912), Enterobacter aerogenes (ATCC 29009), Enterococcus faecalis (ATCC 33186), Escherichia coli (ATCC 25922), Haemophilus influenzae (DSM 4690), Neisseria meningitidis (ATCC 53414), Proteus mirabilis (DSM 4479), Pseudomonas aeruginosa (DSM 13626), Serratia marcescens (DSM 50904), Staphylococcus aureus (ATCC 33497), Staphylococcus epidermidis (ATCC 35983), Staphylococcus haemolyticus (DSM 20263), Streptococcus agalactiae (DSM 2134), Streptococcus pneumoniae (ATCC 49619), Streptococcus pyogenes (DSM 20565), Streptococcus salivarius (DSM 20617), fungi – Aspergillus fumigatus (ATCC 14110), Candida albicans (ATCC 10231), Candida glabrata (DSM 11950), Candida parapsilosis (DSM 5784), Candida tropicalis (ATCC 20115).	PMC4049433	PMC4049433.1	15	1	STRAIN-ORGANISM:INHABITS	297584	Nakaseomyces glabratus	dsm 11950	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9962564706802368	0.9851192831993103	0.8575836718082428	NCBITaxon:5478	Nakaseomyces glabratus
All strains of S. cerevisiae were obtained from Open Biosystems (Huntsville, AL, USA) in the haploid BY4741 background and diploid BY4743 background. Pathogenic Candida strains were obtained from American Type Culture Collection (Manassas, VA, USA) and included Candida albicans (ATCC 10231), Candida glabrata (ATCC 90030), Candida parapsilosis (ATCC 90018), and Candida tropicalis (ATCC 13803).	PMC11228861	PMC11228861.1	7	1-2	STRAIN-ORGANISM:INHABITS	52468	Nakaseomyces glabratus	atcc 90030	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9998290538787842	0.6934074461460114	0.9024183452129364	NCBITaxon:5478	Nakaseomyces glabratus
Taking those facts into consideration, we prepared database, which consists of five yeast-like fungal strains: Candida albicans ATCC 10231 (CA), Candida glabrata ATCC 15545 (CG), Candida tropicalis ATCC 1369 (CT), Candida parapsilosis ATCC 34136 (CP), and Candida lustianiae ATCC 42720 (CL); two yeast strains: Saccharomyces cerevisae ATCC 4098 (SC) and Saccharomyces boulardii ATCC 74012 (SB); and two strains belonging to the Basidiomycetes: Maalasezia furfur ATCC 14521 (MF) and Cryptococcus neoformans ATCC 204092 (CN).	PMC7326179	PMC7326179.1	8	4	STRAIN-ORGANISM:INHABITS	207811	Nakaseomyces glabratus	atcc 15545	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9867772459983826	0.7755538821220398	0.8342159390449524	NCBITaxon:5478	Nakaseomyces glabratus
The assayed microorganisms were Enterococcus faecalis (ATCC1299 and CI), Klebsiella pneumoniae (ATCC13883 and CI), Pseudomonas aeruginosa (48 1997 a EPM and CI), Staphylococcus aureus (ATCC BAA 44 and CI), Staphylococcus epidermidis (ATCC 14990 and CI), Candida albicans (ATCC 90028 and CI), Candida glabrata (ATCC 2001 and CI), Candida krusei (ATCC 6258 and CI), Candida parapsilosis (ATCC 22019 and CI), and Candida tropicalis (ATCC 13803 and CI).	PMC9495104	PMC9495104.1	45	2	STRAIN-ORGANISM:INHABITS	64171	Nakaseomyces glabratus	atcc 2001	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9998902082443237	0.9431210458278656	0.6578116118907928	NCBITaxon:5478	Nakaseomyces glabratus
Fungal strains were stored in 15% glycerol at −80°C until use. The fungal strains used were H99 ( C. neoformans type strain) ( 55 ), cap59 Δ (an acapsular H99 mutant) ( 56 ), ATCC 90113 ( C. neoformans ), MMRL 2651 ( C. gattii ), ATCC 90028 ( Candida albicans ), ATCC 90030 ( Candida glabrata ), ATCC 22019 ( Candida parapsilosis ), and ATCC MYA 3626 ( Aspergillus fumigatus ).	PMC5786788	PMC5786788.1	26	1-2	STRAIN-ORGANISM:INHABITS	52468	Nakaseomyces glabratus	atcc 90030	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9878294467926025	0.716765820980072	0.8712253868579865	NCBITaxon:5478	Nakaseomyces glabratus
Candida albicans ATCC 26555, CAI4 ( Fonzi & Irwin, 1993 ), SC5314 ( Gillum et al. , 1984 ), NGY152 (CAI4-CIp10) ( Brand et al. , 2004 ), HMY5 ( mns1 Δ-CIp10), HMY6 ( mns1 Δ-CIp10- MNS1 ) ( Mora-Montes et al. , 2007 ) and kex2 Δ null mutant ( Newport et al. , 2003 ), Candida glabrata ATCC 2001, C. glabrata kex2 Δ null mutant ( Bader et al. , 2001 ) and Saccharomyces cerevisiae X2180-1A (ATCC 26786) were used in this study.	PMC2885623	PMC2885623.1	10	1	STRAIN-ORGANISM:INHABITS	64171	Nakaseomyces glabratus	atcc 2001	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.998977780342102	0.8547073602676392	0.6020414233207703	NCBITaxon:5478	Nakaseomyces glabratus
The Trichophyton rubrum (isolate 13-34934613) and Trichophyton mentagrophytes (isolate 14-35867448) fungi were supplied by the National Mycology Reference centre (NMRC, Adelaide, Australia) and were maintained on V8 agar at 25 °C. Candida troplicalis (ATCC 750), Candida glabrata (ATCC 90030), Candida auris (17-470121) and Candida krusei were sourced from the NMRC (Australia). Candida albicans (ATCC MYA-2876) was a gift from Dr Ana Travern (Monash University, Victoria, Australia).	PMC10817573	PMC10817573.1	7	4-6	STRAIN-ORGANISM:INHABITS	52468	Nakaseomyces glabratus	atcc 90030	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9995005130767822	0.7817443609237671	0.8061846494674683	NCBITaxon:5478	Nakaseomyces glabratus
These strains comprised of Candida albicans (ATCC 90028, ATCC 10231 and 23 clinical isolates), Candida glabrata (ATCC 90030 and 7 clinical isolates), Candida krusei (ATCC 6258 and 3 clinical isolates), Candida parapsilosis (ATCC 22019 and 5 clinical isolates), Candida tropicalis (ATCC 750 and 11 clinical isolates), Cryptococcus neoformans (ATCC 204092 and 2 clinical isolates), Aspergillus flavus (MTCC 1973, MTCC 2799 and 10 clinical isolates), Aspergillus fumigatus (MTCC 1811 and 17 clinical isolates), Aspergillus niger (ATCC 16404 and 6 clinical isolates), Aspergillus parasiticus (MTCC 2796), Epidermophyton floccosum (MTCC 613 and 1 clinical isolate), Microsporum canis (MTCC 2820 and 3 clinical isolates), Microsporum gypsium (MTCC 2819 and 2 clinical isolates), Trichophyton mentagrophytes (ATCC 9533 and 7 clinical isolates), and Trichophyton rubrum (MTCC 296 and 9 clinical isolates).	PMC2841090	PMC2841090.1	12	2	STRAIN-ORGANISM:INHABITS	52468	Nakaseomyces glabratus	atcc 90030	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9989328980445862	0.7168309688568115	0.8762853741645813	NCBITaxon:5478	Nakaseomyces glabratus
Seven candidal strains, Candida albicans (ATCC 14053), Candida dubliniensis (ATCC MYA-2975), Candida glabrata (ATCC 90030), Candida krusei (ATCC 14243), Candida lusitaniae (ATCC 64125), Candida parapsilosis (ATCC 22019),d and Candida tropicalis (ATCC 13803), were purchased from the American Type Culture Collection (ATCC), USA.	PMC3703345	PMC3703345.1	9	1	STRAIN-ORGANISM:INHABITS	52468	Nakaseomyces glabratus	atcc 90030	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9999145269393921	0.7539742887020111	0.8725844919681549	NCBITaxon:5478	Nakaseomyces glabratus
C. albicans ATCC MYA-90819 (strain D ), C. albicans ATCC MYA-2310 (strain E ), C. albicans ATCC MYA-1237 (strain F ), C. albicans ATCC MYA-1003 (strain G ), Candida glabrata ATCC 2001 (strain H ), Candida krusei ATCC 6258 (strain I ), Candida parapsilosis ATCC 22019 (strain J ), Aspergillus flavus ATCC MYA-3631 (strain K ), and Aspergillus terreus ATCC MYA-3633 (strain M ) were obtained from the American Type Culture Collection (ATCC; Manassas, VA, USA).	PMC5971061	PMC5971061.2	21	5	STRAIN-ORGANISM:INHABITS	64171	Nakaseomyces glabratus	atcc 2001	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9803562164306641	0.8018235862255096	0.7664045095443726	NCBITaxon:5478	Nakaseomyces glabratus
